Date,Close
2011-10-10,16557.23046875
2011-10-11,16536.470703125
2011-10-12,16958.390625
2011-10-13,16883.919921875
2011-10-14,17082.689453125
2011-10-17,17025.08984375
2011-10-18,16748.2890625
2011-10-19,17085.33984375
2011-10-20,16936.890625
2011-10-21,16785.640625
2011-10-24,16939.279296875
2011-10-25,17254.859375
2011-10-28,17804.80078125
2011-10-31,17705.009765625
2011-11-01,17480.830078125
2011-11-02,17464.849609375
2011-11-03,17481.9296875
2011-11-04,17562.609375
2011-11-08,17569.529296875
2011-11-09,17362.099609375
2011-11-11,17192.8203125
2011-11-14,17118.740234375
2011-11-15,16882.669921875
2011-11-16,16775.869140625
2011-11-17,16461.7109375
2011-11-18,16371.509765625
2011-11-21,15946.099609375
2011-11-22,16065.419921875
2011-11-23,15699.9697265625
2011-11-24,15858.490234375
2011-11-25,15695.4296875
2011-11-28,16167.1298828125
2011-11-29,16008.33984375
2011-11-30,16123.4599609375
2011-12-01,16483.44921875
2011-12-02,16846.830078125
2011-12-05,16805.330078125
2011-12-07,16877.060546875
2011-12-08,16488.240234375
2011-12-09,16213.4599609375
2011-12-12,15870.349609375
2011-12-13,16002.509765625
2011-12-14,15881.1396484375
2011-12-15,15836.4697265625
2011-12-16,15491.349609375
2011-12-19,15379.33984375
2011-12-20,15175.080078125
2011-12-21,15685.2099609375
2011-12-22,15813.3603515625
2011-12-23,15738.7001953125
2011-12-26,15970.75
2011-12-27,15873.9501953125
2011-12-28,15727.849609375
2011-12-29,15543.9296875
2011-12-30,15454.919921875
2012-01-02,15705.21240234375
2012-01-03,15939.3603515625
2012-01-04,15882.6396484375
2012-01-05,15857.080078125
2012-01-06,15867.73046875
2012-01-09,15814.7197265625
2012-01-10,16165.08984375
2012-01-11,16175.8603515625
2012-01-12,16037.509765625
2012-01-13,16154.6201171875
2012-01-16,16189.3603515625
2012-01-17,16466.05078125
2012-01-18,16451.470703125
2012-01-19,16643.740234375
2012-01-20,16739.009765625
2012-01-23,16751.73046875
2012-01-24,16995.76953125
2012-01-25,17077.1796875
2012-01-27,17233.98046875
2012-01-30,16863.30078125
2012-01-31,17193.55078125
2012-02-01,17300.580078125
2012-02-02,17431.849609375
2012-02-03,17604.9609375
2012-02-06,17707.310546875
2012-02-07,17622.44921875
2012-02-08,17707.3203125
2012-02-09,17830.75
2012-02-10,17748.689453125
2012-02-13,17772.83984375
2012-02-14,17848.5703125
2012-02-15,18202.41015625
2012-02-16,18153.990234375
2012-02-17,18289.349609375
2012-02-21,18428.609375
2012-02-22,18145.25
2012-02-23,18078.5
2012-02-24,17923.5703125
2012-02-27,17445.75
2012-02-28,17731.119140625
2012-02-29,17752.6796875
2012-03-01,17583.970703125
2012-03-02,17636.80078125
2012-03-05,17362.869140625
2012-03-06,17173.2890625
2012-03-07,17145.51953125
2012-03-09,17503.240234375
2012-03-12,17587.669921875
2012-03-13,17813.619140625
2012-03-14,17919.30078125
2012-03-15,17675.849609375
2012-03-16,17466.19921875
2012-03-19,17273.369140625
2012-03-20,17316.1796875
2012-03-21,17601.7109375
2012-03-22,17196.470703125
2012-03-23,17361.740234375
2012-03-26,17052.779296875
2012-03-27,17257.359375
2012-03-28,17121.619140625
2012-03-29,17058.609375
2012-03-30,17404.19921875
2012-04-02,17478.150390625
2012-04-03,17597.419921875
2012-04-04,17486.01953125
2012-04-09,17222.140625
2012-04-10,17243.83984375
2012-04-11,17199.400390625
2012-04-12,17332.619140625
2012-04-13,17094.509765625
2012-04-16,17150.94921875
2012-04-17,17357.939453125
2012-04-18,17392.390625
2012-04-19,17503.7109375
2012-04-20,17373.83984375
2012-04-23,17096.6796875
2012-04-24,17207.2890625
2012-04-25,17151.2890625
2012-04-26,17130.669921875
2012-04-27,17134.25
2012-04-30,17318.810546875
2012-05-02,17301.91015625
2012-05-03,17151.189453125
2012-05-04,16831.080078125
2012-05-07,16912.7109375
2012-05-08,16546.1796875
2012-05-09,16479.580078125
2012-05-10,16420.05078125
2012-05-11,16292.98046875
2012-05-14,16215.83984375
2012-05-15,16328.25
2012-05-16,16030.08984375
2012-05-17,16070.48046875
2012-05-18,16152.75
2012-05-21,16183.259765625
2012-05-22,16026.41015625
2012-05-23,15948.099609375
2012-05-24,16222.2998046875
2012-05-25,16217.8203125
2012-05-28,16416.83984375
2012-05-29,16438.580078125
2012-05-30,16312.150390625
2012-05-31,16218.5302734375
2012-06-01,15965.16015625
2012-06-04,15988.400390625
2012-06-05,16020.6396484375
2012-06-06,16454.30078125
2012-06-07,16649.05078125
2012-06-08,16718.869140625
2012-06-11,16668.009765625
2012-06-12,16862.80078125
2012-06-13,16880.509765625
2012-06-14,16677.880859375
2012-06-15,16949.830078125
2012-06-18,16705.830078125
2012-06-19,16859.80078125
2012-06-20,16896.630859375
2012-06-21,17032.560546875
2012-06-22,16972.509765625
2012-06-25,16882.16015625
2012-06-26,16906.580078125
2012-06-27,16967.759765625
2012-06-28,16990.759765625
2012-06-29,17429.98046875
2012-07-02,17398.98046875
2012-07-03,17425.7109375
2012-07-04,17462.810546875
2012-07-05,17538.669921875
2012-07-06,17521.119140625
2012-07-09,17391.98046875
2012-07-10,17618.349609375
2012-07-11,17489.140625
2012-07-12,17232.55078125
2012-07-13,17213.69921875
2012-07-16,17103.310546875
2012-07-17,17105.30078125
2012-07-18,17185.009765625
2012-07-19,17278.849609375
2012-07-20,17158.439453125
2012-07-23,16877.349609375
2012-07-24,16918.080078125
2012-07-25,16846.05078125
2012-07-26,16639.8203125
2012-07-27,16839.189453125
2012-07-30,17143.6796875
2012-07-31,17236.1796875
2012-08-01,17257.380859375
2012-08-02,17224.359375
2012-08-03,17197.9296875
2012-08-06,17412.9609375
2012-08-07,17601.779296875
2012-08-08,17600.560546875
2012-08-09,17560.869140625
2012-08-10,17557.740234375
2012-08-13,17633.44921875
2012-08-14,17728.19921875
2012-08-16,17657.2109375
2012-08-17,17691.080078125
2012-08-21,17885.259765625
2012-08-22,17846.859375
2012-08-23,17850.220703125
2012-08-24,17783.2109375
2012-08-27,17678.810546875
2012-08-28,17631.7109375
2012-08-29,17490.810546875
2012-08-30,17541.640625
2012-08-31,17380.75
2012-09-03,17384.400390625
2012-09-04,17440.869140625
2012-09-05,17313.33984375
2012-09-06,17346.26953125
2012-09-07,17683.73046875
2012-09-10,17766.779296875
2012-09-11,17852.94921875
2012-09-12,18000.029296875
2012-09-13,18021.16015625
2012-09-14,18464.26953125
2012-09-17,18542.310546875
2012-09-18,18496.009765625
2012-09-20,18349.25
2012-09-21,18752.830078125
2012-09-24,18673.33984375
2012-09-25,18694.41015625
2012-09-26,18632.169921875
2012-09-27,18579.5
2012-09-28,18762.740234375
2012-10-01,18823.91015625
2012-10-03,18869.689453125
2012-10-04,19058.150390625
2012-10-05,18938.4609375
2012-10-08,18708.98046875
2012-10-09,18793.359375
2012-10-10,18631.099609375
2012-10-11,18804.75
2012-10-12,18675.1796875
2012-10-15,18713.55078125
2012-10-16,18577.69921875
2012-10-17,18610.76953125
2012-10-18,18791.9296875
2012-10-19,18682.310546875
2012-10-22,18793.439453125
2012-10-23,18710.01953125
2012-10-25,18758.630859375
2012-10-29,18635.8203125
2012-10-30,18430.849609375
2012-10-31,18505.380859375
2012-11-01,18561.69921875
2012-11-02,18755.44921875
2012-11-05,18762.869140625
2012-11-06,18817.380859375
2012-11-07,18902.41015625
2012-11-08,18846.259765625
2012-11-09,18683.6796875
2012-11-12,18670.33984375
2012-11-15,18471.369140625
2012-11-16,18309.369140625
2012-11-19,18339.0
2012-11-20,18329.3203125
2012-11-21,18460.380859375
2012-11-22,18517.33984375
2012-11-23,18506.5703125
2012-11-26,18537.009765625
2012-11-27,18842.080078125
2012-11-29,19170.91015625
2012-11-30,19339.900390625
2012-12-03,19305.3203125
2012-12-04,19348.119140625
2012-12-05,19391.859375
2012-12-06,19486.80078125
2012-12-07,19424.099609375
2012-12-10,19409.689453125
2012-12-11,19387.140625
2012-12-12,19355.259765625
2012-12-13,19229.259765625
2012-12-14,19317.25
2012-12-17,19244.419921875
2012-12-18,19364.75
2012-12-19,19476.0
2012-12-20,19453.919921875
2012-12-21,19242.0
2012-12-24,19255.08984375
2012-12-26,19417.4609375
2012-12-27,19323.80078125
2012-12-28,19444.83984375
2012-12-31,19426.7109375
2013-01-01,19587.642578125
2013-01-02,19714.240234375
2013-01-03,19764.779296875
2013-01-04,19784.080078125
2013-01-07,19691.419921875
2013-01-08,19742.51953125
2013-01-09,19666.58984375
2013-01-10,19663.55078125
2013-01-11,19663.640625
2013-01-14,19906.41015625
2013-01-15,19986.8203125
2013-01-16,19817.630859375
2013-01-17,19964.029296875
2013-01-18,20039.0390625
2013-01-21,20101.8203125
2013-01-22,19981.5703125
2013-01-23,20026.609375
2013-01-24,19923.779296875
2013-01-25,20103.529296875
2013-01-28,20103.349609375
2013-01-29,19990.900390625
2013-01-30,20005.0
2013-01-31,19894.98046875
2013-02-01,19781.189453125
2013-02-04,19751.189453125
2013-02-05,19659.8203125
2013-02-06,19639.720703125
2013-02-07,19580.3203125
2013-02-08,19484.76953125
2013-02-11,19460.5703125
2013-02-12,19561.0390625
2013-02-13,19608.080078125
2013-02-14,19497.1796875
2013-02-15,19468.150390625
2013-02-18,19501.080078125
2013-02-19,19635.720703125
2013-02-20,19642.75
2013-02-21,19325.359375
2013-02-22,19317.009765625
2013-02-25,19331.689453125
2013-02-26,19015.140625
2013-02-27,19152.41015625
2013-02-28,18861.5390625
2013-03-01,18918.51953125
2013-03-04,18877.9609375
2013-03-05,19143.169921875
2013-03-06,19252.609375
2013-03-07,19413.5390625
2013-03-08,19683.23046875
2013-03-11,19646.2109375
2013-03-12,19564.919921875
2013-03-13,19362.55078125
2013-03-14,19570.439453125
2013-03-15,19427.560546875
2013-03-18,19293.19921875
2013-03-19,19008.099609375
2013-03-20,18884.189453125
2013-03-21,18792.869140625
2013-03-22,18735.599609375
2013-03-25,18681.419921875
2013-03-26,18704.529296875
2013-03-28,18835.76953125
2013-04-01,18864.75
2013-04-02,19040.94921875
2013-04-03,18801.640625
2013-04-04,18509.69921875
2013-04-05,18450.23046875
2013-04-08,18437.779296875
2013-04-09,18226.48046875
2013-04-10,18414.44921875
2013-04-11,18542.19921875
2013-04-12,18242.560546875
2013-04-15,18357.80078125
2013-04-16,18744.9296875
2013-04-17,18731.16015625
2013-04-18,19016.4609375
2013-04-22,19169.830078125
2013-04-23,19179.359375
2013-04-25,19406.849609375
2013-04-26,19286.720703125
2013-04-29,19387.5
2013-04-30,19504.1796875
2013-05-02,19735.76953125
2013-05-03,19575.640625
2013-05-06,19673.640625
2013-05-07,19888.94921875
2013-05-08,19990.1796875
2013-05-09,19939.0390625
2013-05-10,20082.619140625
2013-05-13,19691.669921875
2013-05-14,19722.2890625
2013-05-15,20212.9609375
2013-05-16,20247.330078125
2013-05-17,20286.119140625
2013-05-20,20223.98046875
2013-05-21,20111.609375
2013-05-22,20062.240234375
2013-05-23,19674.330078125
2013-05-24,19704.330078125
2013-05-27,20030.76953125
2013-05-28,20160.8203125
2013-05-29,20147.640625
2013-05-30,20215.400390625
2013-05-31,19760.30078125
2013-06-03,19610.48046875
2013-06-04,19545.779296875
2013-06-05,19568.220703125
2013-06-06,19519.490234375
2013-06-07,19429.23046875
2013-06-10,19441.0703125
2013-06-11,19143.0
2013-06-12,19041.130859375
2013-06-13,18827.16015625
2013-06-14,19177.9296875
2013-06-17,19325.869140625
2013-06-18,19223.279296875
2013-06-19,19245.69921875
2013-06-20,18719.2890625
2013-06-21,18774.240234375
2013-06-24,18540.890625
2013-06-25,18629.150390625
2013-06-26,18552.119140625
2013-06-27,18875.94921875
2013-06-28,19395.810546875
2013-07-01,19577.390625
2013-07-02,19463.8203125
2013-07-03,19177.759765625
2013-07-04,19410.83984375
2013-07-05,19495.8203125
2013-07-08,19324.76953125
2013-07-09,19439.48046875
2013-07-10,19294.119140625
2013-07-11,19676.060546875
2013-07-12,19958.470703125
2013-07-15,20034.48046875
2013-07-16,19851.23046875
2013-07-17,19948.73046875
2013-07-18,20128.41015625
2013-07-19,20149.849609375
2013-07-22,20159.119140625
2013-07-23,20302.130859375
2013-07-24,20090.6796875
2013-07-25,19804.759765625
2013-07-26,19748.189453125
2013-07-29,19593.279296875
2013-07-30,19348.33984375
2013-07-31,19345.69921875
2013-08-01,19317.189453125
2013-08-02,19164.01953125
2013-08-05,19182.259765625
2013-08-06,18733.0390625
2013-08-07,18664.880859375
2013-08-08,18789.33984375
2013-08-12,18946.98046875
2013-08-13,19229.83984375
2013-08-14,19367.58984375
2013-08-16,18598.1796875
2013-08-19,18307.51953125
2013-08-20,18246.0390625
2013-08-21,17905.91015625
2013-08-22,18312.939453125
2013-08-23,18519.439453125
2013-08-26,18558.130859375
2013-08-27,17968.080078125
2013-08-28,17996.150390625
2013-08-29,18401.0390625
2013-08-30,18619.720703125
2013-09-02,18886.130859375
2013-09-03,18234.66015625
2013-09-04,18567.55078125
2013-09-05,18979.759765625
2013-09-06,19270.060546875
2013-09-10,19997.099609375
2013-09-11,19997.44921875
2013-09-12,19781.880859375
2013-09-13,19732.759765625
2013-09-16,19742.470703125
2013-09-17,19804.029296875
2013-09-18,19962.16015625
2013-09-19,20646.640625
2013-09-20,20263.7109375
2013-09-23,19900.9609375
2013-09-24,19920.2109375
2013-09-25,19856.240234375
2013-09-26,19893.849609375
2013-09-27,19727.26953125
2013-09-30,19379.76953125
2013-10-01,19517.150390625
2013-10-03,19902.0703125
2013-10-04,19915.94921875
2013-10-07,19895.099609375
2013-10-08,19983.609375
2013-10-09,20249.259765625
2013-10-10,20272.91015625
2013-10-11,20528.58984375
2013-10-14,20607.5390625
2013-10-15,20547.619140625
2013-10-17,20415.509765625
2013-10-18,20882.890625
2013-10-21,20893.890625
2013-10-22,20864.970703125
2013-10-23,20767.880859375
2013-10-24,20725.4296875
2013-10-25,20683.51953125
2013-10-28,20570.279296875
2013-10-29,20929.009765625
2013-10-30,21033.970703125
2013-10-31,21164.51953125
2013-11-01,21196.810546875
2013-11-05,20974.7890625
2013-11-06,20894.939453125
2013-11-07,20822.76953125
2013-11-08,20666.150390625
2013-11-11,20490.9609375
2013-11-12,20281.91015625
2013-11-13,20194.400390625
2013-11-14,20399.419921875
2013-11-18,20850.740234375
2013-11-19,20890.8203125
2013-11-20,20635.130859375
2013-11-21,20229.05078125
2013-11-22,20217.390625
2013-11-25,20605.080078125
2013-11-26,20425.01953125
2013-11-27,20420.259765625
2013-11-28,20534.91015625
2013-11-29,20791.9296875
2013-12-02,20898.009765625
2013-12-03,20854.919921875
2013-12-04,20708.7109375
2013-12-05,20957.810546875
2013-12-06,20996.529296875
2013-12-09,21326.419921875
2013-12-10,21255.259765625
2013-12-11,21171.41015625
2013-12-12,20925.609375
2013-12-13,20715.580078125
2013-12-16,20659.51953125
2013-12-17,20612.140625
2013-12-18,20859.859375
2013-12-19,20708.619140625
2013-12-20,21079.720703125
2013-12-23,21101.029296875
2013-12-24,21032.7109375
2013-12-26,21074.58984375
2013-12-27,21193.580078125
2013-12-30,21143.009765625
2013-12-31,21170.6796875
2014-01-01,21140.48046875
2014-01-02,20888.330078125
2014-01-03,20851.330078125
2014-01-06,20787.30078125
2014-01-07,20693.240234375
2014-01-08,20729.380859375
2014-01-09,20713.369140625
2014-01-10,20758.490234375
2014-01-13,21134.2109375
2014-01-14,21032.880859375
2014-01-15,21289.490234375
2014-01-16,21265.1796875
2014-01-17,21063.619140625
2014-01-20,21205.05078125
2014-01-21,21251.119140625
2014-01-22,21337.669921875
2014-01-23,21373.66015625
2014-01-24,21133.560546875
2014-01-27,20707.44921875
2014-01-28,20683.509765625
2014-01-29,20647.30078125
2014-01-30,20498.25
2014-01-31,20513.849609375
2014-02-03,20209.259765625
2014-02-04,20211.9296875
2014-02-05,20261.029296875
2014-02-06,20310.740234375
2014-02-07,20376.560546875
2014-02-10,20334.26953125
2014-02-11,20363.369140625
2014-02-12,20448.490234375
2014-02-13,20193.349609375
2014-02-14,20366.8203125
2014-02-17,20464.060546875
2014-02-18,20634.2109375
2014-02-19,20722.970703125
2014-02-20,20536.640625
2014-02-21,20700.75
2014-02-24,20811.439453125
2014-02-25,20852.470703125
2014-02-26,20986.990234375
2014-02-28,21120.119140625
2014-03-03,20946.650390625
2014-03-04,21209.73046875
2014-03-05,21276.859375
2014-03-06,21513.869140625
2014-03-07,21919.7890625
2014-03-10,21934.830078125
2014-03-11,21826.419921875
2014-03-12,21856.220703125
2014-03-13,21774.609375
2014-03-14,21809.80078125
2014-03-18,21832.609375
2014-03-19,21832.859375
2014-03-20,21740.08984375
2014-03-21,21753.75
2014-03-24,22055.48046875
2014-03-25,22055.2109375
2014-03-26,22095.30078125
2014-03-27,22214.369140625
2014-03-28,22339.970703125
2014-03-31,22386.26953125
2014-04-01,22446.439453125
2014-04-02,22551.490234375
2014-04-03,22509.0703125
2014-04-04,22359.5
2014-04-07,22343.44921875
2014-04-09,22702.33984375
2014-04-10,22715.330078125
2014-04-11,22628.9609375
2014-04-15,22484.9296875
2014-04-16,22277.23046875
2014-04-17,22628.83984375
2014-04-21,22764.830078125
2014-04-22,22758.369140625
2014-04-23,22876.5390625
2014-04-24,22738.64697265625
2014-04-25,22688.0703125
2014-04-28,22631.609375
2014-04-29,22466.189453125
2014-04-30,22417.80078125
2014-05-02,22403.890625
2014-05-05,22445.119140625
2014-05-06,22508.419921875
2014-05-07,22323.900390625
2014-05-08,22344.0390625
2014-05-09,22994.23046875
2014-05-12,23551.0
2014-05-13,23871.23046875
2014-05-14,23815.119140625
2014-05-15,23905.599609375
2014-05-16,24121.740234375
2014-05-19,24363.05078125
2014-05-20,24376.880859375
2014-05-21,24298.01953125
2014-05-22,24374.400390625
2014-05-23,24693.349609375
2014-05-26,24716.880859375
2014-05-27,24549.509765625
2014-05-28,24556.08984375
2014-05-29,24234.150390625
2014-05-30,24217.33984375
2014-06-02,24684.849609375
2014-06-03,24858.58984375
2014-06-04,24805.830078125
2014-06-05,25019.509765625
2014-06-06,25396.4609375
2014-06-09,25580.2109375
2014-06-10,25583.689453125
2014-06-11,25473.890625
2014-06-12,25576.2109375
2014-06-13,25228.169921875
2014-06-16,25190.48046875
2014-06-17,25521.189453125
2014-06-18,25246.25
2014-06-19,25201.80078125
2014-06-20,25105.509765625
2014-06-23,25031.3203125
2014-06-24,25368.900390625
2014-06-25,25313.740234375
2014-06-26,25062.669921875
2014-06-27,25099.919921875
2014-06-30,25413.779296875
2014-07-01,25516.349609375
2014-07-02,25841.2109375
2014-07-03,25823.75
2014-07-04,25962.060546875
2014-07-07,26100.080078125
2014-07-08,25582.109375
2014-07-09,25444.810546875
2014-07-10,25372.75
2014-07-11,25024.349609375
2014-07-14,25006.98046875
2014-07-15,25228.650390625
2014-07-16,25549.720703125
2014-07-17,25561.16015625
2014-07-18,25641.560546875
2014-07-21,25715.169921875
2014-07-22,26025.80078125
2014-07-23,26147.330078125
2014-07-24,26271.849609375
2014-07-25,26126.75
2014-07-28,25991.23046875
2014-07-30,26087.419921875
2014-07-31,25894.970703125
2014-08-01,25480.83984375
2014-08-04,25723.16015625
2014-08-05,25908.009765625
2014-08-06,25665.26953125
2014-08-07,25589.009765625
2014-08-08,25329.140625
2014-08-11,25519.240234375
2014-08-12,25880.76953125
2014-08-13,25918.94921875
2014-08-14,26103.23046875
2014-08-18,26390.9609375
2014-08-19,26420.669921875
2014-08-20,26314.2890625
2014-08-21,26360.109375
2014-08-22,26419.55078125
2014-08-25,26437.01953125
2014-08-26,26442.810546875
2014-08-27,26560.150390625
2014-08-28,26638.109375
2014-09-01,26867.55078125
2014-09-02,27019.390625
2014-09-03,27139.939453125
2014-09-04,27085.9296875
2014-09-05,27026.69921875
2014-09-08,27319.849609375
2014-09-09,27265.3203125
2014-09-10,27057.41015625
2014-09-11,26995.869140625
2014-09-12,27061.0390625
2014-09-15,26816.560546875
2014-09-16,26492.509765625
2014-09-17,26631.2890625
2014-09-18,27112.2109375
2014-09-19,27090.419921875
2014-09-22,27206.740234375
2014-09-23,26775.689453125
2014-09-24,26744.689453125
2014-09-25,26468.359375
2014-09-26,26626.3203125
2014-09-29,26597.109375
2014-09-30,26630.509765625
2014-10-01,26567.990234375
2014-10-07,26271.970703125
2014-10-08,26246.7890625
2014-10-09,26637.279296875
2014-10-10,26297.380859375
2014-10-13,26384.0703125
2014-10-14,26349.330078125
2014-10-15,26210.3173828125
2014-10-16,25999.33984375
2014-10-17,26108.529296875
2014-10-20,26429.849609375
2014-10-21,26575.650390625
2014-10-22,26787.23046875
2014-10-27,26752.900390625
2014-10-28,26880.8203125
2014-10-29,27098.169921875
2014-10-30,27346.330078125
2014-10-31,27865.830078125
2014-11-03,27860.380859375
2014-11-05,27915.880859375
2014-11-07,27868.630859375
2014-11-10,27874.73046875
2014-11-11,27910.060546875
2014-11-12,28008.900390625
2014-11-13,27940.640625
2014-11-14,28046.66015625
2014-11-17,28177.880859375
2014-11-18,28163.2890625
2014-11-19,28032.849609375
2014-11-20,28067.560546875
2014-11-21,28334.630859375
2014-11-24,28499.5390625
2014-11-25,28338.05078125
2014-11-26,28386.189453125
2014-11-27,28438.91015625
2014-11-28,28693.990234375
2014-12-01,28559.619140625
2014-12-02,28444.009765625
2014-12-03,28442.7109375
2014-12-04,28562.8203125
2014-12-05,28458.099609375
2014-12-08,28119.400390625
2014-12-09,27797.009765625
2014-12-10,27831.099609375
2014-12-11,27602.009765625
2014-12-12,27350.6796875
2014-12-15,27319.560546875
2014-12-16,26781.439453125
2014-12-17,26710.130859375
2014-12-18,27126.5703125
2014-12-19,27371.83984375
2014-12-22,27701.7890625
2014-12-23,27506.4609375
2014-12-24,27208.609375
2014-12-26,20529.65234375
2014-12-29,25660.30517578125
2014-12-30,27403.5390625
2014-12-31,27499.419921875
2015-01-01,27658.294921875
