Date,Open,High,Low,Close,Volume
2010-11-30,337.79998779296875,345.8999938964844,335.0,343.29998779296875,1815025
2010-12-01,344.5,372.79998779296875,343.04998779296875,365.1499938964844,4470574
2010-12-02,369.5,370.79998779296875,358.25,364.95001220703125,3062176
2010-12-03,365.8999938964844,375.3999938964844,363.8999938964844,370.25,3143948
2010-12-06,375.0,379.79998779296875,368.20001220703125,370.0,1919944
2010-12-07,371.0,373.6499938964844,363.75,371.3500061035156,1250421
2010-12-08,370.95001220703125,373.0,366.6499938964844,368.6499938964844,1254106
2010-12-09,368.95001220703125,370.0,346.0,349.8999938964844,1592776
2010-12-10,350.5,366.95001220703125,337.0,347.45001220703125,3581551
2010-12-13,348.0,360.0,347.5,355.3999938964844,1878412
2010-12-14,358.0,362.3500061035156,355.54998779296875,359.0,1116925
2010-12-15,357.5,359.6000061035156,349.1499938964844,354.5,951023
2010-12-16,355.0,358.79998779296875,349.25,356.70001220703125,743954
2010-12-20,357.6000061035156,368.1000061035156,357.29998779296875,365.75,2001522
2010-12-21,368.79998779296875,371.75,363.75,366.6000061035156,1227905
2010-12-22,368.0,368.0,357.0,361.79998779296875,959250
2010-12-23,361.04998779296875,364.45001220703125,358.0,359.70001220703125,605999
2010-12-24,359.0,366.8999938964844,355.1000061035156,363.70001220703125,798349
2010-12-27,364.0,371.8999938964844,363.8500061035156,370.1000061035156,1189445
2010-12-28,372.0,374.25,366.29998779296875,371.1499938964844,1821832
2010-12-29,368.54998779296875,371.04998779296875,363.70001220703125,366.6499938964844,823125
2010-12-30,367.3999938964844,371.79998779296875,363.54998779296875,369.04998779296875,1181554
2010-12-31,370.04998779296875,371.8999938964844,368.1000061035156,369.79998779296875,540435
2011-01-03,370.8999938964844,376.5,367.54998779296875,372.5,1385467
2011-01-04,375.0,381.0,370.04998779296875,379.25,1826723
2011-01-05,378.79998779296875,379.8500061035156,373.3999938964844,376.3500061035156,1056769
2011-01-06,377.25,378.1499938964844,361.25,363.6000061035156,2097557
2011-01-07,363.54998779296875,369.95001220703125,353.25,357.0,901911
2011-01-10,357.04998779296875,357.3500061035156,345.6000061035156,348.1000061035156,794175
2011-01-11,350.04998779296875,354.8999938964844,344.04998779296875,346.6499938964844,1196018
2011-01-12,350.0,351.79998779296875,338.1000061035156,346.79998779296875,1372041
2011-01-13,348.5,350.0,339.3500061035156,344.5,1042736
2011-01-14,344.5,355.3999938964844,338.04998779296875,339.5,1202286
2011-01-17,341.0,348.1000061035156,337.5,346.79998779296875,1386575
2011-01-18,347.54998779296875,357.0,347.3999938964844,354.6000061035156,1447030
2011-01-19,355.75,359.5,350.0,351.54998779296875,1405651
2011-01-20,347.20001220703125,353.20001220703125,344.0,351.3500061035156,859912
2011-01-21,347.1499938964844,355.0,345.25,354.0,856676
2011-01-24,353.04998779296875,356.0,347.5,348.5,569047
2011-01-25,349.8999938964844,351.8999938964844,341.1000061035156,343.1499938964844,575872
2011-01-27,348.79998779296875,349.5,332.3999938964844,333.45001220703125,1991066
