Date,Open,High,Low,Close,Volume
2010-11-30,287.73333740234375,295.4666748046875,285.49334716796875,293.8666687011719,6170280
2010-12-01,295.8666687011719,296.5333251953125,290.9666748046875,294.8399963378906,4879177
2010-12-02,299.17999267578125,299.73333740234375,293.6266784667969,295.0400085449219,4131532
2010-12-03,296.0133361816406,298.26666259765625,293.20001220703125,295.00665283203125,3589222
2010-12-06,297.586669921875,302.6000061035156,295.11334228515625,298.4866638183594,4676250
2010-12-07,297.6000061035156,302.0,296.09332275390625,298.64666748046875,2931922
2010-12-08,298.5333251953125,299.8666687011719,296.67999267578125,298.6333312988281,1916077
2010-12-09,299.55999755859375,300.8666687011719,294.2533264160156,296.90667724609375,4240822
2010-12-10,294.9333190917969,306.3333435058594,287.413330078125,305.0400085449219,6093382
2010-12-13,305.2066650390625,312.413330078125,303.3399963378906,312.0400085449219,4654837
2010-12-14,312.0,315.3133239746094,309.4666748046875,311.17999267578125,4040557
2010-12-15,309.4666748046875,310.3466796875,307.3333435058594,309.0666809082031,2053627
2010-12-16,309.3333435058594,310.5333251953125,298.6866760253906,307.85333251953125,5362710
2010-12-20,306.6666564941406,311.73333740234375,306.0533447265625,308.5333251953125,1905022
2010-12-21,308.5333251953125,311.7066650390625,308.5333251953125,309.71331787109375,2286577
2010-12-22,309.90667724609375,311.5733337402344,308.32000732421875,309.85333251953125,2187307
2010-12-23,311.7066650390625,311.7066650390625,306.1333312988281,307.1400146484375,2037202
2010-12-24,307.6000061035156,307.9866638183594,302.9599914550781,304.7933349609375,2525392
2010-12-27,305.1933288574219,308.3800048828125,304.6666564941406,305.5199890136719,1795372
2010-12-28,306.6666564941406,307.05999755859375,300.67333984375,306.260009765625,1224660
2010-12-29,306.0,307.71331787109375,303.7799987792969,307.2733459472656,2065785
2010-12-30,308.3733215332031,312.79998779296875,307.6600036621094,311.67999267578125,2753085
2010-12-31,312.5333251953125,315.0666809082031,308.67333984375,309.82666015625,3431925
2011-01-03,310.0,313.260009765625,307.14666748046875,312.50665283203125,3119572
2011-01-04,312.3999938964844,313.7866516113281,309.73333740234375,310.8466796875,5036152
2011-01-05,310.1333312988281,311.9599914550781,305.3599853515625,307.3800048828125,3320977
2011-01-06,309.3066711425781,312.6400146484375,304.29998779296875,307.7866516113281,3170152
2011-01-07,307.59332275390625,308.0,303.8666687011719,305.3466796875,3387390
2011-01-10,305.3333435058594,305.3333435058594,289.4533386230469,290.9466552734375,6743257
2011-01-11,292.9333190917969,301.0666809082031,292.0,296.9533386230469,12858105
2011-01-12,300.0,301.0533447265625,295.6000061035156,298.40667724609375,5707695
2011-01-13,299.6933288574219,300.61334228515625,295.2200012207031,297.2200012207031,3219885
